name,id,source,target,size,date
vipshop.com;vip.com,91,85,98,7,2016-03
vipshop.com;vip.com,99,96,106,3,2016-04
vipshop.com;vip.com,100,93,,1,2016-04
vipshop.com;vip.com,103,,109,1,2016-04
vipshop.com;vip.com,102,92,108,6,2016-04
vipshop.com;vip.com,98,91|97,106,8,2016-04
vipshop.com;vip.com,104,95,,1,2016-04
vipshop.com;vip.com,108,102,110,11,2016-05
vipshop.com;vip.com,106,98|99,110,8,2016-05
vipshop.com;vip.com,109,103,112,1,2016-05
vipshop.com;vip.com,112,109,115,5,2016-06
vipshop.com;vip.com,111,,,1,2016-06
vipshop.com;vip.com,110,106|108,113,14,2016-06
vipshop.com;vip.com,113,110,117,14,2016-07
vipshop.com;vip.com,115,112,119,5,2016-07
vipshop.com;vip.com,116,,,1,2016-07
vipshop.com;vip.com,117,113,,6,2016-08
vipshop.com;vip.com,118,,,1,2016-08
vipshop.com;vip.com,119,115,,3,2016-08
netflix.com,1,,7,6,2015-01
netflix.com,2,,8,23,2015-01
netflix.com,3,,9,8,2015-01
netflix.com,5,,10,5,2015-01
netflix.com,4,,11,6,2015-01
netflix.com,0,,6,1,2015-01
netflix.com,7,1,13,7,2015-02
netflix.com,11,4,14,5,2015-02
netflix.com,10,5,18,4,2015-02
netflix.com,9,3,16,8,2015-02
netflix.com,8,2,15,25,2015-02
netflix.com,6,0,12,1,2015-02
netflix.com,12,6,19,1,2015-03
netflix.com,18,10,21,5,2015-03
netflix.com,16,9,22|19,10,2015-03
netflix.com,14,11,24,9,2015-03
netflix.com,13,7,20,6,2015-03
netflix.com,15,8,22,17,2015-03
netflix.com,17,,19,3,2015-03
netflix.com,22,15|16,28,26,2015-04
netflix.com,19,12|16|17,32,8,2015-04
netflix.com,21,18,31,5,2015-04
netflix.com,20,13,29,7,2015-04
netflix.com,23,,25,1,2015-04
netflix.com,24,14,27,3,2015-04
netflix.com,29,20,34,6,2015-05
netflix.com,32,19,33,4,2015-05
netflix.com,28,22,33,28,2015-05
netflix.com,25,23,33,1,2015-05
netflix.com,27,24,36,3,2015-05
netflix.com,26,,34,2,2015-05
netflix.com,30,,33,3,2015-05
netflix.com,31,21,35,3,2015-05
netflix.com,38,,40,7,2015-06
netflix.com,34,26|29,40|42,6,2015-06
netflix.com,36,27,44,3,2015-06
netflix.com,33,25|28|30|32,40,17,2015-06
netflix.com,35,31,39,12,2015-06
netflix.com,37,,43,6,2015-06
netflix.com,40,33|34|38,45|48,20,2015-07
netflix.com,39,35,47,15,2015-07
netflix.com,42,34,46,6,2015-07
netflix.com,41,,46,3,2015-07
netflix.com,44,36,50,2,2015-07
netflix.com,43,37,49,5,2015-07
netflix.com,50,44,57,3,2015-08
netflix.com,46,41|42,,8,2015-08
netflix.com,45,40,51,12,2015-08
netflix.com,49,43,55,4,2015-08
netflix.com,48,40,53,18,2015-08
netflix.com,47,39,54,7,2015-08
netflix.com,54,47,62,11,2015-09
netflix.com,52,,60|61,2,2015-09
netflix.com,51,45,58,10,2015-09
netflix.com,55,49,63,6,2015-09
netflix.com,53,48,59,19,2015-09
netflix.com,56,,64,3,2015-09
netflix.com,57,50,62,2,2015-09
netflix.com,61,52,68|67,1,2015-10
netflix.com,63,55,70,3,2015-10
netflix.com,59,53,66,10,2015-10
netflix.com,62,54|57,69,7,2015-10
netflix.com,64,56,71,4,2015-10
netflix.com,60,52,67,4,2015-10
netflix.com,58,51,68,23,2015-10
netflix.com,65,,,6,2015-11
netflix.com,66,59,72,5,2015-11
netflix.com,70,63,76,4,2015-11
netflix.com,68,58|61,72,30,2015-11
netflix.com,71,64,73,2,2015-11
netflix.com,69,62,74,5,2015-11
netflix.com,67,60|61,73,4,2015-11
netflix.com,72,66|68,82|80,18,2015-12
netflix.com,77,,79,2,2015-12
netflix.com,74,69,79,16,2015-12
netflix.com,73,67|71,81,8,2015-12
netflix.com,76,70,83,5,2015-12
netflix.com,75,,82|80,2,2015-12
netflix.com,81,73,89,6,2016-01
netflix.com,83,76,90,7,2016-01
netflix.com,80,72|75,88,18,2016-01
netflix.com,82,72|75,87,4,2016-01
netflix.com,79,74|77,85,13,2016-01
netflix.com,90,83,94,2,2016-02
netflix.com,86,,96,2,2016-02
netflix.com,88,80,92,10,2016-02
netflix.com,87,82,95,6,2016-02
netflix.com,85,79,91,20,2016-02
netflix.com,89,81,93,5,2016-02
netflix.com,93,89,100|101,5,2016-03
netflix.com,96,86,99,2,2016-03
netflix.com,95,87,104,7,2016-03
netflix.com,94,90,103,3,2016-03
netflix.com,97,,98,1,2016-03
netflix.com,91,85,98,23,2016-03
netflix.com,92,88,102,5,2016-03
netflix.com,99,96,106,7,2016-04
netflix.com,100,93,107,3,2016-04
netflix.com,103,94,109,4,2016-04
netflix.com,101,93,107,3,2016-04
netflix.com,102,92,108,2,2016-04
netflix.com,98,91|97,106,18,2016-04
netflix.com,104,95,105,9,2016-04
netflix.com,107,100|101,110,9,2016-05
netflix.com,108,102,110,12,2016-05
netflix.com,106,98|99,110,20,2016-05
netflix.com,109,103,112,2,2016-05
netflix.com,105,104,111,5,2016-05
netflix.com,112,109,115,4,2016-06
netflix.com,111,105,114,5,2016-06
netflix.com,110,106|107|108,113,37,2016-06
netflix.com,113,110,117,34,2016-07
netflix.com,115,112,119,4,2016-07
netflix.com,114,111,118,4,2016-07
netflix.com,116,,120,4,2016-07
netflix.com,117,113,,24,2016-08
netflix.com,118,114,,2,2016-08
netflix.com,120,116,,2,2016-08
netflix.com,119,115,,3,2016-08
focuschina.com,3,,9,10,2015-01
focuschina.com,4,,11,3,2015-01
focuschina.com,11,4,14,2,2015-02
focuschina.com,9,3,16,1,2015-02
focuschina.com,8,,15,4,2015-02
focuschina.com,14,11,24,1,2015-03
focuschina.com,15,8,,1,2015-03
focuschina.com,16,9,19,5,2015-03
focuschina.com,19,16,32,5,2015-04
focuschina.com,24,14,27,2,2015-04
focuschina.com,32,19,33,4,2015-05
focuschina.com,30,,33,1,2015-05
focuschina.com,27,24,36,2,2015-05
focuschina.com,36,27,44,2,2015-06
focuschina.com,33,30|32,40,4,2015-06
focuschina.com,38,,40,1,2015-06
focuschina.com,40,33|38,45|48,6,2015-07
focuschina.com,44,36,50,1,2015-07
focuschina.com,50,44,57,1,2015-08
focuschina.com,45,40,51,4,2015-08
focuschina.com,48,40,53,2,2015-08
focuschina.com,54,,62,1,2015-09
focuschina.com,53,48,59,4,2015-09
focuschina.com,57,50,62,1,2015-09
focuschina.com,51,45,58,1,2015-09
focuschina.com,59,53,66,1,2015-10
focuschina.com,62,54|57,69,2,2015-10
focuschina.com,58,51,68,4,2015-10
focuschina.com,66,59,72,2,2015-11
focuschina.com,68,58,72,4,2015-11
focuschina.com,69,62,74,1,2015-11
focuschina.com,72,66|68,80,3,2015-12
focuschina.com,77,,79,1,2015-12
focuschina.com,74,69,79,1,2015-12
focuschina.com,73,,,1,2015-12
focuschina.com,76,,,1,2015-12
focuschina.com,75,,80|84,1,2015-12
focuschina.com,84,75,85,1,2016-01
focuschina.com,80,72|75,88,6,2016-01
focuschina.com,79,74|77,85,1,2016-01
focuschina.com,85,79|84,91,1,2016-02
focuschina.com,88,80,92,7,2016-02
focuschina.com,92,88,102,6,2016-03
focuschina.com,91,85,98,1,2016-03
focuschina.com,97,,98,1,2016-03
focuschina.com,98,91|97,106,4,2016-04
focuschina.com,102,92,108,4,2016-04
focuschina.com,108,102,110,6,2016-05
focuschina.com,106,98,110,2,2016-05
focuschina.com,105,,111,1,2016-05
focuschina.com,111,105,,1,2016-06
focuschina.com,110,106|108,113,10,2016-06
focuschina.com,113,110,117,10,2016-07
focuschina.com,117,113,,3,2016-08
focuschina.com,118,,,1,2016-08
udacity.com,1,,7,6,2015-01
udacity.com,5,,10,7,2015-01
udacity.com,3,,9,13,2015-01
udacity.com,2,,8,11,2015-01
udacity.com,4,,11,26,2015-01
udacity.com,0,,6,5,2015-01
udacity.com,7,1,13,5,2015-02
udacity.com,11,4,14,7,2015-02
udacity.com,10,5,18,13,2015-02
udacity.com,9,3,16,15,2015-02
udacity.com,8,2,15,26,2015-02
udacity.com,6,0,12,3,2015-02
udacity.com,15,8,22,18,2015-03
udacity.com,13,7,20,4,2015-03
udacity.com,17,,19,4,2015-03
udacity.com,14,11,24,12,2015-03
udacity.com,18,10,21,15,2015-03
udacity.com,12,6,19,10,2015-03
udacity.com,16,9,22|19,7,2015-03
udacity.com,22,15|16,28,12,2015-04
udacity.com,19,12|16|17,32,13,2015-04
udacity.com,21,18,31,33,2015-04
udacity.com,20,13,29,8,2015-04
udacity.com,23,,25,1,2015-04
udacity.com,24,14,27,5,2015-04
udacity.com,28,22,33,15,2015-05
udacity.com,32,19,33,4,2015-05
udacity.com,25,23,33,8,2015-05
udacity.com,27,24,36,4,2015-05
udacity.com,31,21,35,22,2015-05
udacity.com,29,20,34,5,2015-05
udacity.com,30,,33,3,2015-05
udacity.com,26,,34,3,2015-05
udacity.com,38,,40,3,2015-06
udacity.com,34,26|29,40|42,4,2015-06
udacity.com,36,27,44,4,2015-06
udacity.com,33,25|28|30|32,40,15,2015-06
udacity.com,35,31,39,31,2015-06
udacity.com,37,,43,2,2015-06
udacity.com,40,33|34|38,45|48,10,2015-07
udacity.com,39,35,47,38,2015-07
udacity.com,42,34,46,4,2015-07
udacity.com,41,,46,8,2015-07
udacity.com,44,36,50,1,2015-07
udacity.com,43,37,49,1,2015-07
udacity.com,50,44,57,3,2015-08
udacity.com,46,41|42,,3,2015-08
udacity.com,45,40,51,11,2015-08
udacity.com,49,43,55,3,2015-08
udacity.com,48,40,53,5,2015-08
udacity.com,47,39,54,34,2015-08
udacity.com,54,47,62,33,2015-09
udacity.com,52,,60|61,3,2015-09
udacity.com,51,45,58,10,2015-09
udacity.com,55,49,63,2,2015-09
udacity.com,53,48,59,6,2015-09
udacity.com,56,,64,2,2015-09
udacity.com,57,50,62,3,2015-09
udacity.com,61,52,68|67,4,2015-10
udacity.com,59,53,66,2,2015-10
udacity.com,63,55,70,2,2015-10
udacity.com,62,54|57,69,34,2015-10
udacity.com,64,56,71,1,2015-10
udacity.com,60,52,67,1,2015-10
udacity.com,58,51,68,15,2015-10
udacity.com,65,,,6,2015-11
udacity.com,66,59,72,2,2015-11
udacity.com,70,63,76,6,2015-11
udacity.com,68,58|61,72,13,2015-11
udacity.com,71,64,73,1,2015-11
udacity.com,69,62,74,28,2015-11
udacity.com,67,60|61,73,3,2015-11
udacity.com,73,67|71,81,4,2015-12
udacity.com,72,66|68,82|80,8,2015-12
udacity.com,74,69,79,47,2015-12
udacity.com,77,,79,3,2015-12
udacity.com,76,70,83,3,2015-12
udacity.com,75,,82|80,2,2015-12
udacity.com,81,73,89,4,2016-01
udacity.com,83,76,90,3,2016-01
udacity.com,80,72|75,88,8,2016-01
udacity.com,82,72|75,87,4,2016-01
udacity.com,79,74|77,85,48,2016-01
udacity.com,90,83,94,4,2016-02
udacity.com,86,,96,6,2016-02
udacity.com,88,80,92,8,2016-02
udacity.com,89,81,93,1,2016-02
udacity.com,85,79,91,30,2016-02
udacity.com,87,82,95,3,2016-02
udacity.com,93,89,100|101,1,2016-03
udacity.com,94,90,103,3,2016-03
udacity.com,97,,98,1,2016-03
udacity.com,95,87,104,4,2016-03
udacity.com,92,88,102,3,2016-03
udacity.com,96,86,99,3,2016-03
udacity.com,91,85,98,34,2016-03
udacity.com,104,95,105,1,2016-04
udacity.com,99,96,106,2,2016-04
udacity.com,100,93,107,2,2016-04
udacity.com,103,94,109,2,2016-04
udacity.com,101,93,107,1,2016-04
udacity.com,98,91|97,106,38,2016-04
udacity.com,102,92,108,2,2016-04
udacity.com,107,100|101,110,2,2016-05
udacity.com,109,103,112,2,2016-05
udacity.com,106,98|99,110,39,2016-05
udacity.com,108,102,110,4,2016-05
udacity.com,105,104,111,2,2016-05
udacity.com,112,109,115,2,2016-06
udacity.com,111,105,114,1,2016-06
udacity.com,110,106|107|108,113,46,2016-06
udacity.com,113,110,117,40,2016-07
udacity.com,115,112,119,2,2016-07
udacity.com,114,111,118,2,2016-07
udacity.com,116,,,1,2016-07
udacity.com,117,113,,32,2016-08
udacity.com,119,115,,3,2016-08
udacity.com,118,114,,1,2016-08
gree.net,1,,7,3,2015-01
gree.net,5,,10,3,2015-01
gree.net,3,,9,8,2015-01
gree.net,2,,8,10,2015-01
gree.net,4,,11,16,2015-01
gree.net,0,,6,4,2015-01
gree.net,7,1,13,4,2015-02
gree.net,11,4,14,15,2015-02
gree.net,10,5,18,4,2015-02
gree.net,9,3,16,6,2015-02
gree.net,8,2,15,13,2015-02
gree.net,6,0,12,2,2015-02
gree.net,12,6,19,5,2015-03
gree.net,13,7,20,3,2015-03
gree.net,17,,19,1,2015-03
gree.net,14,11,24,18,2015-03
gree.net,18,10,21,6,2015-03
gree.net,15,8,22,6,2015-03
gree.net,16,9,22|19,6,2015-03
gree.net,22,15|16,28,9,2015-04
gree.net,19,12|16|17,32,9,2015-04
gree.net,21,18,31,6,2015-04
gree.net,20,13,29,3,2015-04
gree.net,23,,25,1,2015-04
gree.net,24,14,27,16,2015-04
gree.net,28,22,33,9,2015-05
gree.net,32,19,33,4,2015-05
gree.net,29,20,34,4,2015-05
gree.net,25,23,33,5,2015-05
gree.net,27,24,36,15,2015-05
gree.net,26,,34,1,2015-05
gree.net,30,,33,4,2015-05
gree.net,31,21,35,2,2015-05
gree.net,38,,40,4,2015-06
gree.net,34,26|29,40|42,3,2015-06
gree.net,36,27,44,17,2015-06
gree.net,33,25|28|30|32,40,8,2015-06
gree.net,35,31,39,8,2015-06
gree.net,37,,43,4,2015-06
gree.net,40,33|34|38,45|48,8,2015-07
gree.net,39,35,47,13,2015-07
gree.net,42,34,46,4,2015-07
gree.net,41,,46,1,2015-07
gree.net,44,36,50,15,2015-07
gree.net,43,37,49,3,2015-07
gree.net,50,44,57,14,2015-08
gree.net,46,41|42,,4,2015-08
gree.net,45,40,51,10,2015-08
gree.net,49,43,55,4,2015-08
gree.net,48,40,53,3,2015-08
gree.net,47,39,54,8,2015-08
gree.net,54,47,62,6,2015-09
gree.net,52,,60|61,2,2015-09
gree.net,51,45,58,9,2015-09
gree.net,55,49,63,3,2015-09
gree.net,53,48,59,5,2015-09
gree.net,56,,64,4,2015-09
gree.net,57,50,62,15,2015-09
gree.net,61,52,68|67,1,2015-10
gree.net,59,53,66,1,2015-10
gree.net,63,55,70,3,2015-10
gree.net,62,54|57,69,9,2015-10
gree.net,64,56,71,6,2015-10
gree.net,60,52,67,3,2015-10
gree.net,58,51,68,20,2015-10
gree.net,65,,,15,2015-11
gree.net,66,59,72,2,2015-11
gree.net,70,63,76,4,2015-11
gree.net,68,58|61,72,8,2015-11
gree.net,71,64,73,5,2015-11
gree.net,69,62,74,5,2015-11
gree.net,67,60|61,73,4,2015-11
gree.net,72,66|68,82|80,6,2015-12
gree.net,77,,79,10,2015-12
gree.net,74,69,79,13,2015-12
gree.net,73,67|71,81,9,2015-12
gree.net,76,70,83,4,2015-12
gree.net,75,,82|80,1,2015-12
gree.net,81,73,89,7,2016-01
gree.net,83,76,90,5,2016-01
gree.net,80,72|75,88,9,2016-01
gree.net,82,72|75,87,1,2016-01
gree.net,79,74|77,85,21,2016-01
gree.net,90,83,94,5,2016-02
gree.net,86,,96,2,2016-02
gree.net,88,80,92,11,2016-02
gree.net,87,82,95,1,2016-02
gree.net,85,79,91,11,2016-02
gree.net,89,81,93,13,2016-02
gree.net,96,86,99,3,2016-03
gree.net,93,89,100|101,14,2016-03
gree.net,94,90,103,5,2016-03
gree.net,91,85,98,7,2016-03
gree.net,95,87,104,3,2016-03
gree.net,92,88,102,5,2016-03
gree.net,97,,98,5,2016-03
gree.net,104,95,105,2,2016-04
gree.net,99,96,106,3,2016-04
gree.net,100,93,107,12,2016-04
gree.net,103,94,109,5,2016-04
gree.net,101,93,107,7,2016-04
gree.net,98,91|97,106,15,2016-04
gree.net,102,92,108,3,2016-04
gree.net,107,100|101,110,16,2016-05
gree.net,109,103,112,5,2016-05
gree.net,106,98|99,110,13,2016-05
gree.net,108,102,110,5,2016-05
gree.net,105,104,111,1,2016-05
gree.net,112,109,115,13,2016-06
gree.net,111,105,114,1,2016-06
gree.net,110,106|107|108,113,27,2016-06
gree.net,113,110,117,23,2016-07
gree.net,115,112,119,13,2016-07
gree.net,114,111,118,1,2016-07
gree.net,116,,120,4,2016-07
gree.net,117,113,,14,2016-08
gree.net,119,115,,10,2016-08
gree.net,120,116,,1,2016-08
gree.net,118,114,,1,2016-08
sina.com,3,,9,10,2015-01
sina.com,2,,8,2,2015-01
sina.com,4,,11,3,2015-01
sina.com,1,,7,4,2015-01
sina.com,0,,6,2,2015-01
sina.com,7,1,13,3,2015-02
sina.com,11,4,14,5,2015-02
sina.com,9,3,16,7,2015-02
sina.com,8,2,,2,2015-02
sina.com,6,0,12,2,2015-02
sina.com,14,11,24,1,2015-03
sina.com,12,6,19,2,2015-03
sina.com,13,7,20,4,2015-03
sina.com,16,9,22|19,13,2015-03
sina.com,22,16,28,5,2015-04
sina.com,19,12|16,32,7,2015-04
sina.com,20,13,29,4,2015-04
sina.com,24,14,27,3,2015-04
sina.com,28,22,33,1,2015-05
sina.com,32,19,33,7,2015-05
sina.com,29,20,34,3,2015-05
sina.com,27,24,36,2,2015-05
sina.com,26,,34,5,2015-05
sina.com,30,,33,1,2015-05
sina.com,36,27,,2,2015-06
sina.com,33,28|30|32,40,8,2015-06
sina.com,38,,40,1,2015-06
sina.com,34,26|29,40|42,8,2015-06
sina.com,37,,43,1,2015-06
sina.com,41,,46,3,2015-07
sina.com,40,33|34|38,45|48,12,2015-07
sina.com,42,34,46,3,2015-07
sina.com,43,37,49,2,2015-07
sina.com,50,,57,1,2015-08
sina.com,46,41|42,,5,2015-08
sina.com,49,43,55,1,2015-08
sina.com,48,40,53,5,2015-08
sina.com,45,40,51,8,2015-08
sina.com,54,,62,1,2015-09
sina.com,52,,61,2,2015-09
sina.com,51,45,58,3,2015-09
sina.com,55,49,63,1,2015-09
sina.com,53,48,59,10,2015-09
sina.com,56,,64,2,2015-09
sina.com,57,50,62,1,2015-09
sina.com,58,51,68,7,2015-10
sina.com,61,52,68|67,1,2015-10
sina.com,63,55,70,1,2015-10
sina.com,59,53,66,5,2015-10
sina.com,64,56,,4,2015-10
sina.com,62,54|57,,1,2015-10
sina.com,65,,,1,2015-11
sina.com,66,59,72,9,2015-11
sina.com,70,63,76,2,2015-11
sina.com,68,58|61,72,6,2015-11
sina.com,67,61,73,1,2015-11
sina.com,72,66|68,82|80,9,2015-12
sina.com,77,,79,3,2015-12
sina.com,74,,79,1,2015-12
sina.com,73,67,81,3,2015-12
sina.com,76,70,83,3,2015-12
sina.com,75,,82|80,1,2015-12
sina.com,81,73,89,3,2016-01
sina.com,83,76,90,3,2016-01
sina.com,80,72|75,88,7,2016-01
sina.com,82,72|75,87,5,2016-01
sina.com,79,74|77,85,1,2016-01
sina.com,90,83,,3,2016-02
sina.com,86,,96,1,2016-02
sina.com,88,80,92,8,2016-02
sina.com,89,81,93,2,2016-02
sina.com,85,79,91,1,2016-02
sina.com,87,82,95,6,2016-02
sina.com,95,87,104,4,2016-03
sina.com,93,89,100,2,2016-03
sina.com,92,88,102,6,2016-03
sina.com,96,86,99,2,2016-03
sina.com,91,85,98,3,2016-03
sina.com,104,95,105,4,2016-04
sina.com,98,91,106,3,2016-04
sina.com,100,93,107,3,2016-04
sina.com,99,96,106,2,2016-04
sina.com,102,92,108,5,2016-04
sina.com,107,100,110,2,2016-05
sina.com,108,102,110,7,2016-05
sina.com,106,98|99,110,4,2016-05
sina.com,105,104,111,4,2016-05
sina.com,111,105,114,5,2016-06
sina.com,110,106|107|108,113,15,2016-06
sina.com,113,110,117,12,2016-07
sina.com,114,111,118,4,2016-07
sina.com,116,,120,1,2016-07
sina.com,117,113,,8,2016-08
sina.com,118,114,,1,2016-08
sina.com,120,116,,2,2016-08
thumbtack.com,1,,7,4,2015-01
thumbtack.com,2,,8,17,2015-01
thumbtack.com,3,,9,8,2015-01
thumbtack.com,5,,10,6,2015-01
thumbtack.com,4,,11,4,2015-01
thumbtack.com,0,,6,3,2015-01
thumbtack.com,7,1,13,5,2015-02
thumbtack.com,11,4,14,6,2015-02
thumbtack.com,10,5,18,5,2015-02
thumbtack.com,9,3,16,8,2015-02
thumbtack.com,8,2,15,20,2015-02
thumbtack.com,6,0,12,1,2015-02
thumbtack.com,12,6,19,5,2015-03
thumbtack.com,18,10,21,10,2015-03
thumbtack.com,16,9,22|19,10,2015-03
thumbtack.com,14,11,24,13,2015-03
thumbtack.com,13,7,20,4,2015-03
thumbtack.com,15,8,22,7,2015-03
thumbtack.com,17,,19,3,2015-03
thumbtack.com,22,15|16,28,13,2015-04
thumbtack.com,19,12|16|17,32,12,2015-04
thumbtack.com,21,18,31,19,2015-04
thumbtack.com,20,13,29,4,2015-04
thumbtack.com,23,,25,1,2015-04
thumbtack.com,24,14,27,6,2015-04
thumbtack.com,29,20,34,4,2015-05
thumbtack.com,32,19,33,4,2015-05
thumbtack.com,31,21,35,9,2015-05
thumbtack.com,27,24,36,13,2015-05
thumbtack.com,25,23,33,6,2015-05
thumbtack.com,26,,34,5,2015-05
thumbtack.com,30,,33,2,2015-05
thumbtack.com,28,22,33,12,2015-05
thumbtack.com,38,,40,5,2015-06
thumbtack.com,34,26|29,40|42,7,2015-06
thumbtack.com,36,27,44,14,2015-06
thumbtack.com,33,25|28|30|32,40,13,2015-06
thumbtack.com,35,31,39,14,2015-06
thumbtack.com,37,,43,4,2015-06
thumbtack.com,40,33|34|38,45|48,11,2015-07
thumbtack.com,39,35,47,30,2015-07
thumbtack.com,42,34,46,5,2015-07
thumbtack.com,41,,46,3,2015-07
thumbtack.com,44,36,50,6,2015-07
thumbtack.com,43,37,49,1,2015-07
thumbtack.com,50,44,57,7,2015-08
thumbtack.com,46,41|42,,5,2015-08
thumbtack.com,45,40,51,19,2015-08
thumbtack.com,49,43,55,2,2015-08
thumbtack.com,48,40,53,6,2015-08
thumbtack.com,47,39,54,16,2015-08
thumbtack.com,54,47,62,16,2015-09
thumbtack.com,52,,60|61,2,2015-09
thumbtack.com,51,45,58,19,2015-09
thumbtack.com,55,49,63,1,2015-09
thumbtack.com,53,48,59,8,2015-09
thumbtack.com,56,,64,1,2015-09
thumbtack.com,57,50,62,7,2015-09
thumbtack.com,58,51,68,28,2015-10
thumbtack.com,61,52,68|67,3,2015-10
thumbtack.com,59,53,66,3,2015-10
thumbtack.com,63,55,70,2,2015-10
thumbtack.com,64,56,71,4,2015-10
thumbtack.com,60,52,67,2,2015-10
thumbtack.com,62,54|57,69,16,2015-10
thumbtack.com,65,,,9,2015-11
thumbtack.com,66,59,72,3,2015-11
thumbtack.com,70,63,76,3,2015-11
thumbtack.com,69,62,74,9,2015-11
thumbtack.com,71,64,73,2,2015-11
thumbtack.com,68,58|61,72,30,2015-11
thumbtack.com,67,60|61,73,3,2015-11
thumbtack.com,75,,82|80|84,2,2015-12
thumbtack.com,72,66|68,82|80,8,2015-12
thumbtack.com,74,69,79,33,2015-12
thumbtack.com,73,67|71,81,8,2015-12
thumbtack.com,76,70,83,2,2015-12
thumbtack.com,77,,79,4,2015-12
thumbtack.com,81,73,89,5,2016-01
thumbtack.com,84,75,85,1,2016-01
thumbtack.com,79,74|77,85,35,2016-01
thumbtack.com,83,76,90,2,2016-01
thumbtack.com,80,72|75,88,12,2016-01
thumbtack.com,82,72|75,87,3,2016-01
thumbtack.com,90,83,94,3,2016-02
thumbtack.com,86,,96,4,2016-02
